SourceName,RptSrc,SrcEPAID,DestinationName,DestType,DestEPAID,QuarterYear,LubeOil,IndOil,Total
Quinn Shepherd Machinery,Hauler,CAL000274397,Evergreen Environmental Services,Recycler,CAD982446882,April - June 2010,1000,,1000
Quinn Shepherd Machinery,Hauler,CAL000274397,Safety Kleen Systems_ Inc.,Recycler,CAT000613893,April - June 2010,500,,500
Quinn Shepherd Machinery,Hauler,CAL000274397,Safety Kleen Systems_ Inc.,Recycler,CAD093459485,April - June 2010,2000,,2000
Quinn Shepherd Machinery,Hauler,CAL000274397,Bakersfield Transfer_ Inc.,Transfer Station,CAL000282598,April - June 2010,1000,,1000
Recycle-It Environmental Services,Hauler,CAL000280060,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2010,101140,,101140
Recycle-It Environmental Services,Hauler,CAL000280060,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2010,31025,,31025
Recycle-It Environmental Services,Hauler,CAL000280060,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2010,31025,,31025
Rho-Chem Corporation,Hauler,CAD008364432,Rho-Chem Corporation,Hauler,CAD008364432,April - June 2010,1200,4279,5479
Rho-Chem Corporation,Hauler,CAD008364432,Rho-Chem Corporation,Recycler,CAD008364432,April - June 2010,1200,4279,5479
Rio Express Corporation,Hauler,CAL000322668,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2010,281699,,281699
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Hauler,CAD044003556,April - June 2010,246832,6050,252882
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Transfer Station,CAD044003556,April - June 2010,246832,6050,252882
San Fernando Oil,Hauler,CAL000301304,Thermo Fluids - Phoenix,Hauler,AZR000003681,April - June 2010,,98370,98370
San Fernando Oil,Hauler,CAL000301304,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2010,,2845,2845
San Fernando Oil,Hauler,CAL000301304,Thermo Fluids - Phoenix,Recycler,AZR000003681,April - June 2010,,98370,98370
San Joaquin Filter Recycling,Hauler,CAL000102751,San Joaquin Filter Recycling,Hauler,CAL000102751,April - June 2010,237175,,237175
San Joaquin Filter Recycling,Hauler,CAL000102751,San Joaquin Filter Recycling,Transfer Station,CAL000102751,April - June 2010,237175,,237175
Starlite Reclamation,Hauler,CAR000148296,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2010,,,39646
Starlite Reclamation,Hauler,CAR000148296,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2010,,,39646
Stress Less Express LLC,Hauler,CAL000350237,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2010,,1675,1675
Stress Less Express LLC,Hauler,CAL000350237,Advanced Environmental_ Inc.,Recycler,CAT080025711,April - June 2010,27008,11576,38584
Stress Less Express LLC,Hauler,CAL000350237,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,April - June 2010,27008,11576,38584
Tadeo_ Ricardo D. Waste Oil Service,Hauler,CAD981634363,Demenno/Kerdoon,Recycler,CAT080013352,April - June 2010,206530,2460,208990
UNI WASTE,Hauler,CAL000317320,Clearwater Services (Clearwater Environmental,Recycler,NVD982358483,April - June 2010,217527,7804,225331
United Pumping,Hauler,CAD072953771,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2010,,375,375
Universal Waste Oil Company,Hauler,CAL000183236,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2010,76650,,76650
Waste Oil Recovery Systems_ Inc.,Hauler,CAD000626515,DK Dixon,Hauler,CAT080012602,April - June 2010,1290,380,1670
Waste Oil Recovery Systems_ Inc.,Hauler,CAD000626515,DK Dixon,Recycler,CAT080012602,April - June 2010,1290,380,1670
Waste Oil Recovery Systems_ Inc.,Hauler,CAD000626515,DK Dixon,Transfer Station,CAT080012602,April - June 2010,1290,380,1670
Waste Recovery Systems,Hauler,CAR000208520,DK Dixon,Hauler,CAT080012602,April - June 2010,7887,310,8197
Waste Recovery Systems,Hauler,CAR000208520,DK Dixon,Recycler,CAT080012602,April - June 2010,7887,310,8197
Waste Recovery Systems,Hauler,CAR000208520,DK Dixon,Transfer Station,CAT080012602,April - June 2010,7887,310,8197
Western Environmental Services,Hauler,CAR000159681,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,April - June 2010,14976,1065,16041
Advanced Environmental_ Inc.,Recycler,CAT080025711,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,,,2377442
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,20410,15260,35670
Alarcon's_ Mark_ Waste Oil Service,Hauler,CAD980814446,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,July - September 2010,,1305,1305
Alexis Environmental,Hauler,CAR000130864,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2010,1574,2516,4090
Alexis Environmental,Hauler,CAR000130864,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2010,8839,21747,30586
Alexis Environmental,Hauler,CAR000130864,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2010,1574,2516,4090
All Valley Environmental,Hauler,CAL000263169,Thermo Fluids - Las Vegas,Hauler,NVR000001032,July - September 2010,32700,,32700
All Valley Environmental,Hauler,CAL000263169,Thermo Fluids - Las Vegas,Recycler,NVR000001032,July - September 2010,32700,,32700
All Valley Environmental,Hauler,CAL000263169,Southwest Petroleum Waste Management,Recycler,AZR000504332,July - September 2010,25263,,25263
Alpha Oil Company,Hauler,CAL000331370,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,6350,,6350
Alpha Oil Company,Hauler,CAL000331370,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,153652,,153652
Amberwick Corporation,Hauler,CAR000172189,Filter Recycling Services_ Inc.,Hauler,CAD982444481,July - September 2010,,515,515
Amberwick Corporation,Hauler,CAR000172189,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,,990,990
Amberwick Corporation,Hauler,CAR000172189,US Ecology,Recycler,NVT330010000,July - September 2010,,125,125
Amberwick Corporation,Hauler,CAR000172189,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2010,,1987,1987
Amberwick Corporation,Hauler,CAR000172189,Filter Recycling Services_ Inc.,Transfer Station,CAD982444481,July - September 2010,,515,515
American Oil Company,Hauler,CAD981427669,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,288670,,288670
American Oil Company,Hauler,CAD981427669,Solvent Recy-Clean_ Inc.,Recycler,AZD983480948,July - September 2010,253755,,253755
American Valley Waste Oil,Hauler,CAL000827878,DK Dixon,Hauler,CAT080012602,July - September 2010,187100,39184,226284
American Valley Waste Oil,Hauler,CAL000827878,DK Dixon,Recycler,CAT080012602,July - September 2010,187100,39184,226284
American Valley Waste Oil,Hauler,CAL000827878,DK Dixon,Transfer Station,CAT080012602,July - September 2010,187100,39184,226284
Asbury Environmental Services-Compton,Hauler,CAD028277036,Chico Drain Oil,Hauler,CAD980694103,July - September 2010,,,352792
Asbury Environmental Services-Compton,Hauler,CAD028277036,Ramos Environmental Services,Hauler,CAD044003556,July - September 2010,,,532370
Asbury Environmental Services-Compton,Hauler,CAD028277036,DK Dixon,Hauler,CAT080012602,July - September 2010,,,1702846
Asbury Environmental Services-Compton,Hauler,CAD028277036,San Joaquin Filter Recycling,Hauler,CAL000102751,July - September 2010,,,240035
Asbury Environmental Services-Compton,Hauler,CAD028277036,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,,,4362208
Asbury Environmental Services-Compton,Hauler,CAD028277036,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2010,,,1783395
Asbury Environmental Services-Compton,Hauler,CAD028277036,DK Dixon,Recycler,CAT080012602,July - September 2010,,,1702846
Asbury Environmental Services-Compton,Hauler,CAD028277036,Asbury Environmental Services-Fortuna,Recycler,CAL930256136,July - September 2010,,,94578
Asbury Environmental Services-Compton,Hauler,CAD028277036,Evergreen Environmental Services,Recycler,CAD982446882,July - September 2010,,,236290
Asbury Environmental Services-Compton,Hauler,CAD028277036,Chico Drain Oil,Transfer Station,CAD980694103,July - September 2010,,,352792
Asbury Environmental Services-Compton,Hauler,CAD028277036,Ramos Environmental Services,Transfer Station,CAD044003556,July - September 2010,,,532370
Asbury Environmental Services-Compton,Hauler,CAD028277036,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2010,,,1783395
Asbury Environmental Services-Compton,Hauler,CAD028277036,DK Dixon,Transfer Station,CAT080012602,July - September 2010,,,1702846
Asbury Environmental Services-Compton,Hauler,CAD028277036,San Joaquin Filter Recycling,Transfer Station,CAL000102751,July - September 2010,,,240035
Asbury Environmental Services-Compton,Hauler,CAD028277036,Asbury Environmental Services,Transfer Station,CAL000827844,July - September 2010,,,99334
Asbury Environmental Services-Compton,Hauler,CAD028277036,Bakersfield Transfer_ Inc.,Transfer Station,CAL000282598,July - September 2010,,,150045
Asbury Environmental Services-Fortuna,Recycler,CAL930256136,Thermo Fluids - Medford,Hauler,ORQ000007781,July - September 2010,,,82868
Asbury Environmental Services-Fortuna,Recycler,CAL930256136,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,,,16562
Asbury Environmental Services-Fortuna,Recycler,CAL930256136,Thermo Fluids - Medford,Recycler,ORQ000007781,July - September 2010,,,82868
Asbury Environmental Services-Fortuna,Recycler,CAL930256136,Thermo Fluids - Medford,Transfer Station,ORQ000007781,July - September 2010,,,82868
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Hauler,CAD088838222,July - September 2010,41565,1530,43095
Bay Valley Environmental_ Inc.,Hauler,CAL000162034,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,July - September 2010,41565,1530,43095
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Hauler,CAD088838222,July - September 2010,111964,,111964
Bayside Oil II_ Inc.,Hauler,CAD088838222,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,July - September 2010,111964,,111964
Black Gold Industries,Hauler,CAD983609678,Evergreen Oil,Recycler,CAD980887418,July - September 2010,550,,550
Black Gold Industries,Hauler,CAD983609678,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,10705,,10705
Black Star Oil Company,Hauler,CAL912823785,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,140,,140
Black Star Oil Company,Hauler,CAL912823785,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,144405,,144405
Black Star Oil Company,Hauler,CAL912823785,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2010,10960,,10960
Bulldog Oil of California LLC,Hauler,CAL000338673,Evergreen Oil,Recycler,CAD980887418,July - September 2010,10975,,10975
Bulldog Oil of California LLC,Hauler,CAL000338673,Riverbank Oil Transfer,Recycler,CAL000190818,July - September 2010,63390,,63390
California Environmental   Litho,Hauler,CAR000009910,Asbury Environmental Services-Compton,Hauler,CAD028277036,July - September 2010,1715,85,1800
California Environmental   Litho,Hauler,CAR000009910,Clean Harbors_ San Jose_ LLC,Recycler,CAD059494310,July - September 2010,220,30,250
California Environmental   Litho,Hauler,CAR000009910,Asbury Environmental Services-Compton,Transfer Station,CAD028277036,July - September 2010,1715,85,1800
Carrs Waste Oil Service,Hauler,CAL000280677,American Oil Company,Hauler,CAD981427669,July - September 2010,51067,,51067
Carrs Waste Oil Service,Hauler,CAL000280677,American Oil Company,Transfer Station,CAD981427669,July - September 2010,51067,,51067
Chico Drain Oil,Recycler,CAD980694103,Evergreen Oil,Recycler,CAD980887418,July - September 2010,,,47791
Chico Drain Oil,Recycler,CAD980694103,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,,,248274
Clean Tech Environmental,Hauler,CAL000330453,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,July - September 2010,827998,,827998
Cole's Services_ Inc.,Hauler,CAL000268462,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,,,93222
Compliance Environmental Services,Hauler,CAL000161247,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2010,124745,,124745
Consultant Environmental Operations; C.E.O.,Hauler,CAL000209884,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,13800,5805,19605
Crane's Waste Oil_ Inc.,Hauler,CAD980813950,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,232045,12205,244250
D   R Oil Company,Hauler,CAL000253903,American Oil Company,Hauler,CAD981427669,July - September 2010,40655,,40655
D   R Oil Company,Hauler,CAL000253903,American Oil Company,Transfer Station,CAD981427669,July - September 2010,40655,,40655
Ecology Control Industries_ Inc.,Hauler,CAD982030173,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,2035,,2035
Edgar's Mobile Lube,Hauler,CAL000293019,Ramos Environmental Services,Hauler,CAD044003556,July - September 2010,3175,,3175
Edgar's Mobile Lube,Hauler,CAL000293019,Ramos Environmental Services,Transfer Station,CAD044003556,July - September 2010,3175,,3175
EFR Environmental Services Inc.,Hauler,CAR000011205,Western Environmental - Mecca,Recycler,CAR000157206,July - September 2010,12125,,12125
Elite Oil Transport,Hauler,CAR000190082,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,,,1220825
Environmental Logistics,Hauler,CAR000172460,Filter Recycling Services_ Inc.,Hauler,CAD982444481,July - September 2010,38571,11523,50094
Environmental Logistics,Hauler,CAR000172460,Thermo Fluids - Las Vegas,Hauler,NVR000001032,July - September 2010,29203,8724,37927
Environmental Logistics,Hauler,CAR000172460,Thermo Fluids - Las Vegas,Recycler,NVR000001032,July - September 2010,29203,8724,37927
Environmental Logistics,Hauler,CAR000172460,Southwest Petroleum Waste Management,Recycler,AZR000504332,July - September 2010,9358,2799,12157
Environmental Logistics,Hauler,CAR000172460,Filter Recycling Services_ Inc.,Transfer Station,CAD982444481,July - September 2010,38571,11523,50094
Espinoza Trucking_ Inc.,Hauler,CAL000297859,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,771704,,771704
Evergreen Environmental Services (Carson),Recycler,CAD981696420,Thermo Fluids - Phoenix,Hauler,AZR000003681,July - September 2010,,,13747
Evergreen Environmental Services (Carson),Recycler,CAD981696420,Evergreen Oil,Recycler,CAD980887418,July - September 2010,,,26520
Evergreen Environmental Services (Carson),Recycler,CAD981696420,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,,,740523
Evergreen Environmental Services (Carson),Recycler,CAD981696420,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,,,305740
Evergreen Environmental Services (Carson),Recycler,CAD981696420,Thermo Fluids - Phoenix,Recycler,AZR000003681,July - September 2010,,,13747
Evergreen Environmental Services (Carson),Recycler,CAD981696420,Thermoflow,Transfer Station,NVR000001925,July - September 2010,,,27390
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Oil,Recycler,CAD980887418,July - September 2010,2812888,52214,2865102
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2010,259094,4803,263897
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2010,1026235,19023,1045258
Evergreen Environmental Services (Newark),Hauler,CAD982413262,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2010,259094,4803,263897
Evergreen Oil,Recycler,CAD980887418,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,,,12500
Express Environmental Corp._dba Express Oil,Hauler,CAL000264806,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,91008,44245,135253
Fremouw Environmental Services,Hauler,CAR000171017,Evergreen Oil,Recycler,CAD980887418,July - September 2010,111049,12101,123150
Fremouw Environmental Services,Hauler,CAR000171017,Evergreen Environmental Services,Recycler,CAD982446874,July - September 2010,248951,33485,282436
Glyco Environmental Services,Hauler,CAL000309743,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2010,36000,,36000
Glyco Environmental Services,Hauler,CAL000309743,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2010,36000,,36000
Golden Eagle Oil Refinery,Hauler,UTD070534623,Golden Eagle Oil Refinery,Hauler,UTD070534623,July - September 2010,310797,,310797
Golden Eagle Oil Refinery,Hauler,UTD070534623,Golden Eagle Oil Refinery,Recycler,UTD070534623,July - September 2010,310797,,310797
Hazardous Waste Transportation Services,Hauler,CAR000129759,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,4887,1480,6367
Hazardous Waste Transportation Services,Hauler,CAR000129759,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2010,1865,520,2385
Industrial Waste Utilization,Hauler,CAD980585293,US Ecology,Recycler,NVT330010000,July - September 2010,,5,5
Industrial Waste Utilization,Hauler,CAD980585293,AA SYDCOL_ LLC,Recycler,AZR000501510,July - September 2010,,2515,2515
Interstate Pumping Company,Hauler,CAL000328860,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2010,675,,675
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Thermo Fluids - Phoenix,Hauler,AZR000003681,July - September 2010,116145,,116145
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2010,462121,,462121
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Thermo Fluids - Phoenix,Recycler,AZR000003681,July - September 2010,116145,,116145
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Southwest Petroleum Waste Management,Recycler,AZR000504332,July - September 2010,231700,,231700
J.B. Trans Services_Inc (dba) All Phase Env.,Hauler,CAL000253361,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2010,462121,,462121
Jack Stone Drainage Oil Service,Hauler,CAD080075096,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,171845,10445,182290
Jack Stone Drainage Oil Service,Hauler,CAD080075096,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,July - September 2010,4440,,4440
JSE Environmental Services,Hauler,CAL000827857,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,7100,,7100
JSE Environmental Services,Hauler,CAL000827857,Southwest Petroleum Waste Management,Recycler,AZR000504332,July - September 2010,5761,,5761
Kern Oil Filter Recycling,Hauler,CAL000327867,San Joaquin Filter Recycling,Hauler,CAL000102751,July - September 2010,13549,,13549
Kern Oil Filter Recycling,Hauler,CAL000327867,San Joaquin Filter Recycling,Transfer Station,CAL000102751,July - September 2010,13549,,13549
Kern Oil Filter Recycling,Hauler,CAL000327867,Bakersfield Transfer_ Inc.,Transfer Station,CAL000282598,July - September 2010,157043,,157043
KM Industrial,Hauler,CAL000274783,Crosby and Overton-Plant #1,Recycler,CAD028409019,July - September 2010,1140,,1140
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,65241,,65241
Knight_ Jim_ Drain Oil Service,Hauler,CAL000027718,Evergreen Environmental Services (Carson),Recycler,CAD981696420,July - September 2010,839,,839
Los Angeles Dept of Power   Water (LA DPW),Hauler,CAD000632992,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,5450,33850,39300
Los Angeles Pumping,Hauler,CAR000201459,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,2350,,2350
Los Angeles Pumping,Hauler,CAR000201459,Southwest Petroleum Waste Management,Recycler,AZR000504332,July - September 2010,126435,830,127265
Lowry_ George W._ Inc.,Hauler,CAR000047019,Ramos Environmental Services,Hauler,CAD044003556,July - September 2010,14535,2320,16855
Lowry_ George W._ Inc.,Hauler,CAR000047019,Riverbank Oil Transfer,Recycler,CAL000190818,July - September 2010,37190,3564,40754
Lowry_ George W._ Inc.,Hauler,CAR000047019,Ramos Environmental Services,Transfer Station,CAD044003556,July - September 2010,14535,2320,16855
Maximum Oil Service,Hauler,CAL000188867,Ramos Environmental Services,Hauler,CAD044003556,July - September 2010,53228,8447,61675
Maximum Oil Service,Hauler,CAL000188867,DK Dixon,Hauler,CAT080012602,July - September 2010,16260,2580,18840
Maximum Oil Service,Hauler,CAL000188867,Evergreen Oil,Recycler,CAD980887418,July - September 2010,15841,2514,18355
Maximum Oil Service,Hauler,CAL000188867,DK Dixon,Recycler,CAT080012602,July - September 2010,16260,2580,18840
Maximum Oil Service,Hauler,CAL000188867,Ramos Environmental Services,Transfer Station,CAD044003556,July - September 2010,53228,8447,61675
Maximum Oil Service,Hauler,CAL000188867,DK Dixon,Transfer Station,CAT080012602,July - September 2010,16260,2580,18840
Melfred Industrial Services,Hauler,CAL000348567,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2010,40930,,40930
Melfred Industrial Services,Hauler,CAL000348567,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2010,40930,,40930
Miles Chemical Co,Hauler,CAD983613688,Siemens Water Technologies,Hauler,CAD097030993,July - September 2010,,55,55
Miles Chemical Co,Hauler,CAD983613688,US Ecology,Recycler,NVT330010000,July - September 2010,,135,135
Miles Chemical Co,Hauler,CAD983613688,AA SYDCOL_ LLC,Recycler,AZR000501510,July - September 2010,,3685,3685
Miles Chemical Co,Hauler,CAD983613688,Pacific Resource Recovery,Transfer Station,CAD008252405,July - September 2010,,5,5
Millenium Waste Oil_ Inc.,Hauler,CAL000327031,American Oil Company,Hauler,CAD981427669,July - September 2010,18200,,18200
Millenium Waste Oil_ Inc.,Hauler,CAL000327031,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,153000,900,153900
Millenium Waste Oil_ Inc.,Hauler,CAL000327031,Veoliaes (formerly) Onyx Environmental Servic,Recycler,CAD008302903,July - September 2010,2350,,2350
Millenium Waste Oil_ Inc.,Hauler,CAL000327031,American Oil Company,Transfer Station,CAD981427669,July - September 2010,18200,,18200
North State Environmental,Hauler,CAR000206086,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2010,,1615,1615
North State Environmental,Hauler,CAR000206086,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2010,,1615,1615
North Valley Oil Company,Hauler,CAL000027759,Bayside Oil II_ Inc.,Hauler,CAD088838222,July - September 2010,10936,,10936
North Valley Oil Company,Hauler,CAL000027759,Riverbank Oil Transfer,Recycler,CAL000190816,July - September 2010,,29237,29237
North Valley Oil Company,Hauler,CAL000027759,Bayside Oil II_ Inc.,Transfer Station,CAD088838222,July - September 2010,10936,,10936
North Valley Oil Company,Hauler,CAL000027759,Riverbank Oil Transfer,Transfer Station,CAL000190816,July - September 2010,,29237,29237
Ocean Blue Environmental Services,Hauler,CAD983608258,APL Limited,Transfer Station,CAL000135557,July - September 2010,4862,,4862
Ocean Blue Environmental Services,Hauler,CAD983608258,Garden Grove Municipal Service Center,Transfer Station,CAD983612862,July - September 2010,,947,947
Ocean Blue Environmental Services,Hauler,CAD983608258,Pasadena Department of Water and Power,Transfer Station,CAD981648249,July - September 2010,,2594,2594
Patriot Environmental Services,Hauler,CAD053866794,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,584,3567,4151
Philip Services Corp.(Philip West Ind Svcs),Hauler,CAD980584510,Evergreen Environmental Services,Recycler,CAD982446858,July - September 2010,40900,,40900
Philip West Industrial Services,Hauler,CAR000177527,American Environmental Management Corp.,Hauler,CAD980884183,July - September 2010,,186,186
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Hauler,CAD008364432,July - September 2010,14,268,282
Philip West Industrial Services,Hauler,CAR000177527,Chemical Waste Management Inc.,Hauler,CAT000646117,July - September 2010,2207,8854,11061
Philip West Industrial Services,Hauler,CAR000177527,21st Century EMI,Hauler,NVD980895338,July - September 2010,,531,531
Philip West Industrial Services,Hauler,CAR000190355,American Environmental Management Corp.,Hauler,CAD980884183,July - September 2010,,179,179
Philip West Industrial Services,Hauler,CAR000190355,Rho-Chem Corporation,Hauler,CAD008364432,July - September 2010,,1526,1526
Philip West Industrial Services,Hauler,CAR000190355,Chemical Waste Management Inc.,Hauler,CAT000646117,July - September 2010,,355,355
Philip West Industrial Services,Hauler,CAR000190355,21st Century EMI,Hauler,NVD980895338,July - September 2010,,144,144
Philip West Industrial Services,Hauler,CAR000177527,Evergreen Oil,Recycler,CAD980887418,July - September 2010,401,3580,3981
Philip West Industrial Services,Hauler,CAR000177527,Rho-Chem Corporation,Recycler,CAD008364432,July - September 2010,14,268,282
Philip West Industrial Services,Hauler,CAR000177527,Burlington Environmental,Recycler,WAD991281767,July - September 2010,,12,12
Philip West Industrial Services,Hauler,CAR000177527,Veolia ES Technical Solutions,Recycler,AZ0000337360,July - September 2010,2000,24338,26338
Philip West Industrial Services,Hauler,CAR000177527,EMS_ Inc.,Recycler,AZR000031823,July - September 2010,,123326,123326
Philip West Industrial Services,Hauler,CAR000190355,Rho-Chem Corporation,Recycler,CAD008364432,July - September 2010,,1526,1526
Philip West Industrial Services,Hauler,CAR000190355,Veolia ES Technical Solutions,Recycler,AZ0000337360,July - September 2010,238,8775,9013
PSC Environmental Services of Pomona LP,Hauler,CAR000053405,Rho-Chem Corporation,Hauler,CAD008364432,July - September 2010,1938,1549,3487
PSC Environmental Services of Pomona LP,Hauler,CAR000053405,Rho-Chem Corporation,Recycler,CAD008364432,July - September 2010,1938,1549,3487
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Hauler,CAD044003556,July - September 2010,98546,25957,124503
Ramos Environmental Services,Hauler,CAD044003556,Ramos Environmental Services,Transfer Station,CAD044003556,July - September 2010,98546,25957,124503
RCA Oil Recovery,Hauler,CAD981385149,Evergreen Oil,Recycler,CAD980887418,July - September 2010,51046,200,51246
Real Deal Waste Oil Service,Hauler,CAL000280873,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,,53736,53736
Recycle-It Environmental Services,Hauler,CAL000280060,Industrial Service Oil Company_ Inc.,Recycler,CAD099452708,July - September 2010,103410,,103410
Recycle-It Environmental Services,Hauler,CAL000280060,Advanced Environmental_ Inc.,Recycler,CAT080025711,July - September 2010,34130,,34130
Recycle-It Environmental Services,Hauler,CAL000280060,Advanced Environmental_ Inc.,Transfer Station,CAT080025711,July - September 2010,34130,,34130
Rho-Chem Corporation,Hauler,CAD008364432,Rho-Chem Corporation,Hauler,CAD008364432,July - September 2010,3653,2678,6331
Rho-Chem Corporation,Hauler,CAD008364432,Rho-Chem Corporation,Recycler,CAD008364432,July - September 2010,3653,2678,6331
Rio Express Corporation,Hauler,CAL000322668,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,307575,,307575
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Hauler,CAD044003556,July - September 2010,207773,12495,220268
Sacramento Waste Oil,Hauler,CAL913534912,Ramos Environmental Services,Transfer Station,CAD044003556,July - September 2010,207773,12495,220268
San Fernando Oil,Hauler,CAL000301304,Thermo Fluids - Phoenix,Hauler,AZR000003681,July - September 2010,,106635,106635
San Fernando Oil,Hauler,CAL000301304,Demenno/Kerdoon,Recycler,CAT080013352,July - September 2010,,1485,1485
San Fernando Oil,Hauler,CAL000301304,Thermo Fluids - Phoenix,Recycler,AZR000003681,July - September 2010,,106635,106635
San Fernando Oil,Hauler,CAL000301304,Southwest Petroleum Waste Management,Recycler,AZR000504332,July - September 2010,,9415,9415
San Joaquin Filter Recycling,Hauler,CAL000102751,San Joaquin Filter Recycling,Hauler,CAL000102751,July - September 2010,235150,2815,237965
