FacilityID,HaulerReportID,QuarterYearID,FacilityName,EPAIDNumber,QuarterYear,PreparerFirstName,PreparerLastName,PreparerTitle,ReportComments,LubCollectionStationsGallons,LubIndustrialGallons,LubMarineGallons,LubAgriculturalGallons,LubGovernmentGallons,LubOutOfStateGallons,LubOtherHaulersGallons,LubTotalGallons,IndCollectionStationsGallons,IndIndustrialGallons,IndMarineGallons,IndAgriculturalGallons,IndGovernmentGallons,IndOutOfStateGallons,IndOtherHaulersGallons,IndTotalGallons,GrandTotalGallons,TotalLubTransferedGallons,TotalIndTransferedGallons,TotalTransferedGallons
167,1055,545,Lowry_ George W._ Inc.,CAR000047019,July - September 2009,Deni,Wright,Office Manager,,27030,7620,0,9395,6865,0,0,50910,0,6885,0,375,0,0,0,7260,58170,58170,0,58170
160,985,545,Maximum Oil Service,CAL000188867,July - September 2009,Max,Maxwell,Manager/Owner,,63468,17783,255,768,1395,0,0,83669,7052,5928,170,512,155,0,0,13817,97486,97485,0,97485
319,1874,545,Millenium Waste Oil_ Inc.,CAL000327031,July - September 2009,Gregory,Cuenca,President,,166800,0,0,0,0,0,0,166800,0,650,0,0,0,0,0,650,167450,167450,0,167450
141,862,545,MP Environmental,CAT000624247,July - September 2009,Amanda,Little,Customer Representative,,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,2500,2500,2500,0,2500
314,1811,545,North State Environmental,CAR000206086,July - September 2009,John,Erickson,Operations Mgr,,0,6735,0,0,0,0,0,6735,0,0,0,0,0,0,0,0,6735,6735,0,6735
89,626,545,North Valley Oil Company,CAL000027759,July - September 2009,Larry,Evans,President,,10469,0,0,0,0,0,0,10469,0,15282,0,0,0,0,0,15282,25751,25751,0,25751
340,1887,545,Pan Pacific Petroleum,CAL000142074,July - September 2009,Scott,Trogdon,Safety & Compliance,,0,0,0,0,0,0,1451543,1451543,0,0,0,0,0,0,0,0,1451543,1451543,0,1451543
215,1413,545,Patriot Environmental Services,CAD053866794,July - September 2009,Michael,Sullivan,VP,,0,0,0,0,599,0,0,599,0,4009,0,0,0,0,0,4009,4608,4608,0,4608
24,148,545,Philip Services Corp.(Philip West Ind Svcs),CAD980584510,July - September 2009,Paul,DeWitt,Ops Mgr,,0,0,0,46950,0,0,0,46950,0,0,0,0,0,0,0,0,46950,46950,0,46950
269,1758,545,Philip West Industrial Services,CAR000177527,July - September 2009,Dan,Hendricks,Safety Mgr,,0,44,0,0,0,0,0,44,0,94447,0,0,0,0,0,94447,94491,95333,0,95333
44,306,545,PSC Environmental Services of Pomona LP,CAR000053405,July - September 2009,Greg,Emelio,,,0,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,1520,1520,1520,0,1520
60,454,545,Ramos Environmental Services,CAD044003556,July - September 2009,Sally,Welch,Bookkeeper,,93555,33400,0,3666,5439,0,0,136060,75964,51396,714,3889,4162,0,0,136125,272185,271985,0,271985
61,477,545,RCA Oil Recovery,CAD981385149,July - September 2009,Rosendo,Arteaga,Owner,,52300,0,0,0,0,0,0,52300,0,120,0,0,0,0,0,120,52420,52420,0,52420
271,1770,545,RCM Transportation,AZR000500534,July - September 2009,Kathy,Moon,Bookkeeper,,0,0,0,0,0,0,7000,7000,0,0,0,0,0,0,0,0,7000,7000,0,7000
232,1547,545,Real Deal Waste Oil Service,CAL000280873,July - September 2009,Charles,Holyfield,Owner,,58231,0,0,0,0,0,0,58231,0,0,0,0,0,0,0,0,58231,58707,0,58707
235,1594,545,Recycle-It Environmental Services,CAL000280060,July - September 2009,Tom,Wooten,President,,96300,0,0,0,0,0,0,96300,0,0,0,0,0,0,0,0,96300,96300,0,96300
62,500,545,Reno Drain Oil Service,NVD980893663,July - September 2009,Toni,Ralston,Bookkeeper,,20709,51772,15532,15532,25886,0,0,129431,0,0,0,0,0,0,0,0,129431,0,0,0
105,700,545,Sacramento Waste Oil,CAL913534912,July - September 2009,Albert,Hernandez,Owner,,246470,1200,1500,4000,0,0,0,253170,2100,520,550,200,0,0,0,3370,256540,256540,0,256540
220,1434,545,Safety-Kleen,TXR000050930,July - September 2009,Dan,Appelt,Enviro Director,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1704,545,San Fernando Oil,CAL000301304,July - September 2009,Jesus,Hernandez,Owner,,83675,0,0,0,0,0,0,83675,0,0,0,0,0,0,0,0,83675,83665,0,83665
140,861,545,San Joaquin Filter Recycling,CAL000188148,July - September 2009,Lynne,Loyd,Owner,,218661,0,0,18655,7420,0,0,244736,0,2250,0,0,0,0,0,2250,246986,246986,0,246986
70,518,545,Starlite Reclamation,CAR000148296,July - September 2009,Melissa,Campos,Office Mgr,,40240,0,0,0,0,0,0,40240,0,0,0,0,0,0,0,0,40240,40240,0,40240
315,1815,545,Stress Less Express LLC,CAL000311939,July - September 2009,Danny,Baneet,Manager,,5095,3821,0,0,0,0,0,8916,1274,2548,0,0,0,0,0,3822,12738,12738,0,12738
93,674,545,Swift Oil & Vacuum_ Inc.,CAD982488470,July - September 2009,Richard,Rozuk,President,,50170,29055,0,0,0,0,0,79225,0,14935,0,0,0,0,0,14935,94160,79225,14935,94160
72,540,545,Tadeo_ Ricardo D. Waste Oil Service,CAD981634363,July - September 2009,Ricardo,Tadeo,Owner,,186300,0,0,0,0,0,0,186300,0,1260,0,0,0,0,0,1260,187560,187560,0,187560
188,1208,545,Thermo Fluids - Phoenix,AZR000003681,July - September 2009,Troy,Hacker,EHS Mgr,,0,181507,0,0,0,0,0,181507,0,0,0,0,0,0,0,0,181507,181507,0,181507
90,649,545,TTS Environmental_ Inc.,CAD981694722,July - September 2009,Bob,Williams,President,,5599,15096,500,1000,1500,0,0,23695,500,3000,100,200,500,0,0,4300,27995,27995,0,27995
310,1806,545,UNI WASTE,CAL000317320,July - September 2009,Charles,Seaton,Consultant,,46845,0,0,0,7700,0,134769,189314,0,2500,0,0,0,0,0,2500,191814,189314,2500,191814
201,1286,545,Universal Waste Oil Company,CAL000183236,July - September 2009,Salvador,Salceda,Owner,,68855,0,0,0,0,0,0,68855,0,0,0,0,0,0,0,0,68855,68855,0,68855
243,1644,545,Western Environmental Services,CAR000159681,July - September 2009,Eva,Tice,Office Mgr,,0,1860,0,0,0,0,0,1860,0,0,0,0,0,0,0,0,1860,1860,0,1860
54,404,544,Alarcon's_ Mark_ Waste Oil Service,CAD980814446,April - June 2009,Mark,Alarcon,Owner,,2150,11080,0,110,13345,0,0,26685,0,14845,0,0,0,0,0,14845,41530,41530,0,41530
11,24,544,All Petroleum Recovery Service LLC,CAD981377633,April - June 2009,Kathleen,Alexander,Partner Office Mgr,,112980,6460,1975,0,4385,0,0,125800,0,0,0,0,0,0,0,0,125800,125800,0,125800
175,1135,544,All Valley Disposal Inc.,CAR000181586,April - June 2009,Marcella,Ramirez,Acct Mgr,,29654,6545,120,6440,1239,0,0,43998,0,0,0,0,0,0,0,0,43998,43998,0,43998
214,1390,544,Alpha Oil Company,CAL000331370,April - June 2009,Donald,Brunner,President,,129296,0,0,0,0,0,0,129296,0,0,0,0,0,0,0,0,129296,129296,0,129296
14,56,544,American Oil Company,CAD981427669,April - June 2009,Rochelle,Groury,Office Mgr,,247640,0,0,0,0,0,216321,463961,0,13180,0,0,0,0,0,13180,477141,477141,0,477141
162,1005,544,American Valley Waste Oil,CAL000827878,April - June 2009,Julie,Huber,Manager,,104275,38800,0,81000,5000,0,0,229075,0,0,0,0,0,0,0,0,229075,229075,0,229075
247,1659,544,Arens Environmental Services,CAR000162701,April - June 2009,Dee,Davison,Secretary,,41532,1100,110,0,740,0,0,43482,0,0,0,0,0,0,0,0,43482,43482,0,43482
16,74,544,Asbury Environmental Services-Compton,CAD028277036,April - June 2009,Rosemary,Domino,Environmental Director,,7332723,451499,29510,134135,5902,57930,2773521,10785220,0,916680,59914,0,11983,0,0,988577,11773797,8942345,0,8942345
165,1031,544,Bay Valley Environmental_ Inc.,CAL000162034,April - June 2009,Jake,Sagun,Bookkeeper,,39405,0,0,0,0,0,0,39405,0,2705,55,0,75,0,0,2835,42240,42240,0,42240
39,270,544,Bayside Oil II_ Inc.,CAD088838222,April - June 2009,Kim,Glenn,President,,104191,0,0,0,0,0,0,104191,0,4310,0,0,0,0,0,4310,108501,108501,0,108501
21,101,544,Black Star Oil Company,CAL912823785,April - June 2009,I,Katz,Office Mgr,,98087,10898,0,0,0,0,0,108985,0,0,0,0,0,0,0,0,108985,108985,0,108985
320,1844,544,Bulldog Oil of California LLC,CAL000338673,April - June 2009,Linda,Clark,Bookkeeper,,2790,81793,0,31080,0,0,0,115663,0,0,0,0,0,0,0,0,115663,0,0,0
233,1563,544,Carrs Waste Oil Service,CAL000280677,April - June 2009,Concepcion,Carrera,Mgr/Owner,,44130,0,0,0,0,0,0,44130,0,0,0,0,0,0,0,0,44130,44130,0,44130
148,916,544,Chain_ S.R._ Environmental Services,CAL000277184,April - June 2009,Joel,Chain,Office Mgr,None to Report_ 2Q 2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,124,544,Chico Drain Oil,CAD980694103,April - June 2009,Michael,Chiotti,Manager,,352306,161089,0,47343,54106,23002,0,637846,238,109,0,32,37,0,0,416,638262,638262,0,638262
203,1324,544,Clean Harbors Environmental Services,MAD039322250,April - June 2009,Rita,Powers,Compliance Supervisor,,0,161434,0,0,10510,0,0,171944,0,5033,0,0,435,0,0,5468,177412,177413,0,177413
307,1793,544,Clean Tech Environmental,CAL000330453,April - June 2009,Robert,Brown III,President,,664835,0,0,0,0,0,0,664835,0,0,0,0,0,0,0,0,664835,664835,0,664835
252,1688,544,Cole's Services_ Inc.,CAL000268462,April - June 2009,Mary,Miller,Office Mgr,,73856,33999,0,7095,9045,0,0,123995,0,0,0,0,0,0,0,0,123995,123995,0,123995
155,1619,544,Compliance Environmental Services,CAL000161247,April - June 2009,Patricia,Urbine,Treasurer,,102190,0,0,0,0,0,0,102190,0,0,0,0,0,0,0,0,102190,0,0,0
206,1356,544,Consultant Environmental Operations; C.E.O.,CAL000209884,April - June 2009,Francisco,Arrieta,Owner,,9225,3130,0,0,0,0,0,12355,5225,2760,0,0,0,0,0,7985,20340,20340,0,20340
26,174,544,Crane's Waste Oil_ Inc.,CAD980813950,April - June 2009,Robin,Crane,Supervisor,,128469,51589,0,29355,8433,0,0,217846,0,0,0,0,0,0,0,0,217846,215038,0,215038
169,1099,544,D & R Oil Company,CAL000253903,April - June 2009,Ruben,Hernandez,Owner,,39445,0,0,0,0,0,0,39445,0,0,0,0,0,0,0,0,39445,39445,0,39445
137,840,544,Ecology Control Industries_ Inc.,CAD982030173,April - June 2009,Rod,Cleem,Project Mgr,,0,1835,0,0,0,0,0,1835,0,0,0,0,0,0,0,0,1835,1835,0,1835
184,1185,544,EFR Environmental Services Inc.,CAR000011205,April - June 2009,Thad,Harris,,,0,8440,0,4250,200,11600,0,24490,0,0,0,0,0,0,0,0,24490,24490,0,24490
321,1823,544,Elite Oil Transport,CAR000190082,April - June 2009,Sonia,Salmeron,Controller,,0,0,0,0,0,0,1195611,1195611,0,0,0,0,0,0,0,0,1195611,1195611,0,1195611
308,1800,544,Environmental Logistics,CAR000172460,April - June 2009,Wade,Riddering,Environmental Consult,,14186,29522,755,0,12096,0,61203,117762,395,8455,55,0,0,0,8000,16905,134667,134667,0,134667
347,1959,544,Espinoza Trucking_ Inc.,CAL000297859,April - June 2009,Mary,Quintero,Ops Mgr,,0,0,0,0,0,0,675070,675070,0,0,0,0,0,0,0,0,675070,675070,0,675070
29,197,544,Evergreen Environmental Services (Newark),CAD982413262,April - June 2009,Albert,Farran,Lab Mgr,OOS Lube - 7390gal & OOS Industrial - 2061gal_ 2Q-09,5038062,61221,1635,93185,185204,0,0,5379307,2200,66539,0,0,5535,0,0,74274,5453581,5457881,0,5457881
30,220,544,Express Environmental Corp._dba Express Oil,CAL000264806,April - June 2009,Susan,Jacinto,Office Mgr,,0,100557,0,0,0,0,0,100557,0,53812,0,0,0,0,0,53812,154369,154369,0,154369
107,721,544,Filter Recycling Services_ Inc.,CAD982444481,April - June 2009,Wade,Riddering,VP,Zero gallons 2Q-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1744,544,Fremouw Environmental Services,CAR000171017,April - June 2009,Ted,Fremouw,CEO,,156823,5580,3330,19328,7614,0,0,192675,17425,1860,175,4832,401,0,0,24693,217368,217368,0,217368
304,1787,544,Glyco Environmental Services,CAL000309743,April - June 2009,Luciano,Quintero,Owner/Operator,,45300,0,0,0,0,0,0,45300,0,0,0,0,0,0,0,0,45300,45300,0,45300
36,247,544,Golden West Oil Company,CAD980893325,April - June 2009,RJ,Bennett,President,,70195,25400,0,300,3420,0,0,99315,0,0,0,0,0,0,0,0,99315,99315,0,99315
190,1229,544,Haz Mat Trans_ Inc.,CAT080012800,April - June 2009,Jim,McKnight,President,,0,3282,0,0,0,0,0,3282,0,0,0,0,0,0,0,0,3282,3282,0,3282
254,1718,544,Hazardous Technologies,CAR000168229,April - June 2009,Danette,Tice,Sales Office,Zero gallons in 2Q-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,1827,544,Industrial Waste Utilization,CAD980585293,April - June 2009,Casey,Franchum,HR Coordinator,,0,0,0,0,0,0,0,0,0,3210,0,0,3055,0,0,6265,6265,6265,0,6265
43,283,544,Interstate Pumping Company,CAL000328860,April - June 2009,Gordon,Smith,Owner,,1100,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,1100,1100,0,1100
111,759,544,J.B. Trans Services_Inc (dba) All Phase Env.,CAL000253361,April - June 2009,Anna,Calvert,,,885597,0,0,0,0,0,0,885597,0,0,0,0,0,0,0,0,885597,885597,0,885597
45,328,544,Jack Stone Drainage Oil Service,CAD080075096,April - June 2009,Frank,Stone,,,130740,11990,9510,0,6710,0,0,158950,0,6200,0,0,0,0,0,6200,165150,166160,0,166160
116,782,544,JSE Environmental Services,CAL000827857,April - June 2009,Greg,Pasqualetto,President,,12263,0,0,0,0,0,0,12263,0,0,0,0,0,0,0,0,12263,14063,0,14063
147,897,544,Kern Oil Filter Recycling,CAL000327867,April - June 2009,Maria,Alvarez,Secretary,,155561,0,0,0,0,0,0,155561,0,0,0,0,0,0,0,0,155561,155561,0,155561
46,350,544,Knight_ Jim_ Drain Oil Service,CAL000027718,April - June 2009,I,Katz,Office Manager,,111600,39858,0,0,7971,0,0,159429,0,0,0,0,0,0,0,0,159429,159429,0,159429
225,1483,544,Los Angeles Pumping,CAR000201459,April - June 2009,Nancy,Pena,General Mgr,,68855,0,0,0,0,0,0,68855,300,0,0,0,0,0,0,300,69155,69155,0,69155
167,1054,544,Lowry_ George W._ Inc.,CAR000047019,April - June 2009,Deni,Wright,Office Mgr,,28985,2345,25,11165,10380,0,0,52900,0,7130,0,0,0,0,0,7130,60030,60030,0,60030
160,984,544,Maximum Oil Service,CAL000188867,April - June 2009,Mark,Maxwell,Manager,,63770,14194,555,1881,3362,0,0,83762,7086,4731,370,1254,374,0,0,13815,97577,97576,0,97576
319,1818,544,Millenium Waste Oil_ Inc.,CAL000327031,April - June 2009,Gregory,Cuenca,President,,153200,0,0,0,0,0,0,153200,0,800,0,0,0,0,0,800,154000,154000,0,154000
314,1810,544,North State Environmental,CAR000206086,April - June 2009,John,Erickson,Ops Mgr,,0,8580,0,0,0,0,0,8580,0,0,0,0,0,0,0,0,8580,8580,0,8580
89,625,544,North Valley Oil Company,CAL000027759,April - June 2009,Larry,Evans,President,,11515,0,0,0,0,0,0,11515,0,20130,0,0,0,0,0,20130,31645,31645,0,31645
82,570,544,Nottingham_ M.C._ Co. of So. Cal,CAD059240713,April - June 2009,Ginny,Polzin,Secretary,Zero Gallons_2Q-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,1886,544,Pan Pacific Petroleum,CAL000142074,April - June 2009,Scott,Trogdon,Safety Mgr,,0,0,0,0,0,0,1166283,1166283,0,0,0,0,0,0,0,0,1166283,1166283,0,1166283
215,1412,544,Patriot Environmental Services,CAD053866794,April - June 2009,Michael,Sullivan,VP,,0,0,0,0,0,0,0,0,0,2395,0,0,0,0,0,2395,2395,2395,0,2395
24,147,544,Philip Services Corp.(Philip West Ind Svcs),CAD980584510,April - June 2009,Paul,DeWitt,Ops Manager,,0,0,0,52200,0,0,0,52200,0,0,0,0,0,0,0,0,52200,52200,0,52200
269,1757,544,Philip West Industrial Services,CAR000177527,April - June 2009,Dan,Hendricks,Safety Mgr,,0,28,0,0,0,0,0,28,0,20331,0,0,0,0,0,20331,20359,20359,0,20359
336,1832,544,Philip West Industrial Services,CAR000190355,April - June 2009,Dan,Hendricks,Safety Mgr,,0,113,0,0,0,0,0,113,0,3973,0,0,0,0,0,3973,4086,4083,0,4083
44,305,544,PSC Environmental Services of Pomona LP,CAR000053405,April - June 2009,Greg,Emele,H&S Coordinator,Zero Gallons in 2Q-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,453,544,Ramos Environmental Services,CAD044003556,April - June 2009,Sally,Welch,Bookkeeper,,55976,42544,0,2030,3179,0,0,103729,41601,51791,1499,4880,2276,0,0,102047,205776,205776,0,205776
61,476,544,RCA Oil Recovery,CAD981385149,April - June 2009,Rosenda,Arteaga,Owner,,20851,0,0,0,0,0,0,20851,0,0,0,0,0,0,0,0,20851,20851,0,20851
271,1769,544,RCM Transportation,AZR000500534,April - June 2009,Kathy,Moon,Bookkeeper,Zero Gallons_ 2Q-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1546,544,Real Deal Waste Oil Service,CAL000280873,April - June 2009,Charles,Holyfield,Manager/Owner,,58701,0,0,0,0,0,0,58701,0,0,0,0,0,0,0,0,58701,58701,0,58701
235,1593,544,Recycle-It Environmental Services,CAL000280060,April - June 2009,Tom,Wooten,President,,99330,0,0,0,0,0,0,99330,0,0,0,0,0,0,0,0,99330,99330,0,99330
62,499,544,Reno Drain Oil Service,NVD980893663,April - June 2009,Toni,Ralston,Bookkeeper,,14750,36874,11062,11062,18437,0,0,92185,0,0,0,0,0,0,0,0,92185,0,0,0
105,699,544,Sacramento Waste Oil,CAL913534912,April - June 2009,Albert,Hernandez,Owner,,200995,1840,500,1000,0,0,0,204335,4200,450,50,400,0,0,0,5100,209435,209435,0,209435
220,1433,544,Safety-Kleen,TXR000050930,April - June 2009,Dan,Appelt,Director EnviroCompli,Zero Gallons - 2Q-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,1703,544,San Fernando Oil,CAL000301304,April - June 2009,Jesus,Hernandez,Owner,,1744,0,0,0,0,80755,0,82499,0,0,0,0,0,0,0,0,82499,82499,0,82499
140,860,544,San Joaquin Filter Recycling,CAL000188148,April - June 2009,Lynne,Loyd,Owner,,219060,0,0,20410,7265,0,0,246735,0,1235,0,0,0,0,0,1235,247970,247970,0,247970
70,517,544,Starlite Reclamation,CAR000148296,April - June 2009,Chris,Jaramillo,President,,45677,0,0,0,0,0,0,45677,0,0,0,0,0,0,0,0,45677,45677,0,45677
93,673,544,Swift Oil & Vacuum_ Inc.,CAD982488470,April - June 2009,Richard,Rozuk,President,,51530,21640,0,0,0,0,0,73170,0,10920,0,0,0,0,0,10920,84090,84090,0,84090
72,539,544,Tadeo_ Ricardo D. Waste Oil Service,CAD981634363,April - June 2009,Ricardo,Tadeo,Owner/Operator,,185730,0,0,0,0,0,0,185730,0,1320,0,0,0,0,0,1320,187050,187050,0,187050
188,1207,544,Thermo Fluids - Phoenix,AZR000003681,April - June 2009,Troy,Hacker,EH&S,,0,169703,0,0,0,0,0,169703,0,0,0,0,0,0,0,0,169703,169703,0,169703
90,648,544,TTS Environmental_ Inc.,CAD981694722,April - June 2009,Bob,Williams,President,,4000,14500,1500,1000,2000,0,0,23000,150,1195,300,200,400,0,0,2245,25245,25245,0,25245
310,1902,544,UNI WASTE,CAL000317320,April - June 2009,Charles,Seaton,Consultant,,56129,0,0,0,5300,0,0,61429,0,2900,0,0,350,0,0,3250,64679,61429,3250,64679
201,1285,544,Universal Waste Oil Company,CAL000183236,April - June 2009,Salvador,Salceda,Owner,,68465,0,0,0,0,0,0,68465,0,0,0,0,0,0,0,0,68465,68465,0,68465
54,403,543,Alarcon's_ Mark_ Waste Oil Service,CAD980814446,January - March 2009,Mark,Alarcon,Owner,,2655,7640,180,0,9850,0,0,20325,0,15860,0,0,0,0,0,15860,36185,36185,0,36185
11,23,543,All Petroleum Recovery Service LLC,CAD981377633,January - March 2009,Kathleen,Alexander,Member Mgr,,97055,8850,1455,0,3535,0,0,110895,0,0,0,0,0,0,0,0,110895,110295,0,110295
175,1134,543,All Valley Disposal Inc.,CAR000181586,January - March 2009,Marcella,Ramirez,Acctg Mgr,,28553,10809,105,10591,1239,0,0,51297,0,0,0,0,0,0,0,0,51297,51297,0,51297
135,817,543,All Valley Environmental,CAL000263169,January - March 2009,Juanita,Schow,Office Mgr,,53641,0,0,0,0,0,0,53641,0,0,0,0,0,0,0,0,53641,53641,0,53641
214,1389,543,Alpha Oil Company,CAL000331370,January - March 2009,Donald,Brunner,Owner,,133540,0,0,0,0,0,0,133540,0,0,0,0,0,0,0,0,133540,133540,0,133540
256,1731,543,Amberwick Corporation,CAR000172189,January - March 2009,Lynn,Mclenon,Office Mgr,,0,0,0,0,0,0,0,0,0,3938,0,0,0,0,0,3938,3938,3938,0,3938
14,55,543,American Oil Company,CAD981427669,January - March 2009,Rochelle,Gomelsby,Office Mgr,,225845,0,0,0,0,0,66602,292447,0,9530,0,0,0,0,0,9530,301977,0,0,0
162,1004,543,American Valley Waste Oil,CAL000827878,January - March 2009,Julie,Huber,Manager,,115890,69870,0,23405,8000,0,0,217165,0,0,0,0,0,0,0,0,217165,217165,0,217165
247,1658,543,Arens Environmental Services,CAR000162701,January - March 2009,Elizabeth,Davison,Secretary,,40758,2797,2900,0,810,0,0,47265,0,0,0,0,0,0,0,0,47265,0,0,0
16,73,543,Asbury Environmental Services-Compton,CAD028277036,January - March 2009,Rosemary,Domino,Director Environmental,,7035694,433210,28314,128702,5663,55660,2586412,10273655,0,879548,57487,0,11497,0,0,948532,11222187,8888394,0,8888394
165,1030,543,Bay Valley Environmental_ Inc.,CAL000162034,January - March 2009,Jake,Sagun,Bookkeeper,,32650,0,0,0,0,0,0,32650,0,3465,0,0,0,0,0,3465,36115,36115,0,36115
39,269,543,Bayside Oil II_ Inc.,CAD088838222,January - March 2009,Kim,Glenn,Not stated,,95100,0,0,0,0,0,0,95100,0,4915,0,0,0,0,0,4915,100015,100015,0,100015
21,100,543,Black Star Oil Company,CAL912823785,January - March 2009,I,Katz,Office Manager,,111927,12436,0,0,0,0,0,124363,0,0,0,0,0,0,0,0,124363,124363,0,124363
320,1820,543,Bulldog Oil of California LLC,CAL000338673,January - March 2009,Linda,Clark,Bookkeeper,Edited for 2-12-10 resubmittal,0,68655,0,15215,0,0,0,83870,0,0,0,0,0,0,0,0,83870,0,0,0
303,1777,543,California Oil Transport,CAR000181693,January - March 2009,Sonia,Salmerson,Controller,NOTE:  Letter with Report states business is closed effective 10/21/2008.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1562,543,Carrs Waste Oil Service,CAL000280677,January - March 2009,Concepcion,Carrera,Owner,,54326,0,0,0,0,0,0,54326,0,0,0,0,0,0,0,0,54326,54326,0,54326
148,915,543,Chain_ S.R._ Environmental Services,CAL000277184,January - March 2009,Steve,Chain,Owner,None to Report - 1Q-2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,123,543,Chico Drain Oil,CAD980694103,January - March 2009,Michael,Chiotti,Manager,,333209,152359,0,44776,51173,12715,0,594232,0,0,0,0,0,0,0,0,594232,594232,0,594232
203,1323,543,Clean Harbors Environmental Services,MAD039322250,January - March 2009,Rita,Powers,TransCompliance Spec,,0,246503,0,0,26095,0,0,272598,0,14651,0,0,102,0,0,14753,287351,287350,0,287350
307,1792,543,Clean Tech Environmental,CAL000330453,January - March 2009,Robert,Brown III,President,,746529,0,0,0,0,0,0,746529,0,0,0,0,0,0,0,0,746529,746529,0,746529
252,1687,543,Cole's Services_ Inc.,CAL000268462,January - March 2009,Mary,Miller,Office Mgr,,58600,26725,0,4785,9030,0,0,99140,0,0,0,0,0,0,0,0,99140,99140,0,99140
155,1618,543,Compliance Environmental Services,CAL000161247,January - March 2009,Patricia,Urbina,Treasurer,,99291,0,0,0,125,0,0,99416,0,0,0,0,0,0,0,0,99416,0,0,0
206,1355,543,Consultant Environmental Operations; C.E.O.,CAL000209884,January - March 2009,Francisco,Arrieta,Owner,,6405,1765,0,0,0,0,0,8170,4155,3590,0,0,0,0,0,7745,15915,15915,0,15915
26,173,543,Crane's Waste Oil_ Inc.,CAD980813950,January - March 2009,Robin,Crane,Office Mgr,,112500,60120,0,25795,7650,0,0,206065,0,4595,0,0,0,0,0,4595,210660,199049,0,199049
169,1098,543,D & R Oil Company,CAL000253903,January - March 2009,Ruben,Hernandez,Owner,,40585,0,0,0,0,0,0,40585,0,0,0,0,0,0,0,0,40585,40585,0,40585
173,1115,543,D.I. Express Waste Mgmt.,CAL000159447,January - March 2009,Dominique,Itzen,Not stated,,0,1000,0,0,0,0,0,1000,0,12245,0,0,0,0,0,12245,13245,13245,0,13245
137,839,543,Ecology Control Industries_ Inc.,CAD982030173,January - March 2009,Rod,Cleem,Project Mgr,,0,2104,0,0,0,0,0,2104,0,0,0,0,0,0,0,0,2104,2104,0,2104
168,1076,543,Ed Staub & Sons Petroleum_ Inc.,CAL921495383,January - March 2009,Jeff,Fredrick,Manager,No oil reported 1Q-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1184,543,EFR Environmental Services Inc.,CAR000011205,January - March 2009,Thad,Harris,CFO,,0,9615,0,5300,0,0,0,14915,0,0,0,0,0,0,0,0,14915,14915,0,14915
321,1822,543,Elite Oil Transport,CAR000190082,January - March 2009,Sonia,Salmerson,Controller,,0,0,0,0,0,0,1169491,1169491,0,0,0,0,0,0,0,0,1169491,466120,0,466120
308,1799,543,Environmental Logistics,CAR000172460,January - March 2009,Wade,Riddering,Regulatory Compliance,,12748,26505,0,360,13345,0,52958,105916,55,3146,254,0,0,0,3455,6910,112826,109613,0,109613
347,1958,543,Espinoza Trucking_ Inc.,CAL000297859,January - March 2009,Mary,Quintero,Ops Mgr,,0,0,0,0,0,0,600930,600930,0,0,0,0,0,0,0,0,600930,600930,0,600930
29,196,543,Evergreen Environmental Services (Newark),CAD982413262,January - March 2009,Albert,Farran,Lab Mgr,"Line 13 - 5070 Gallons included in lines 8-12__ Line 21 - 8206 gallons included in lines 16-20",3643700,63695,515,85629,197217,0,0,3990756,2500,111010,0,0,4575,0,0,118085,4108841,4108841,0,4108841
30,219,543,Express Environmental Corp._dba Express Oil,CAL000264806,January - March 2009,Sandra,Jacinto,Office Mgr,,0,105945,0,0,0,0,0,105945,0,65135,0,0,0,0,0,65135,171080,171080,0,171080
257,1743,543,Fremouw Environmental Services,CAR000171017,January - March 2009,Ted,Fremouw,President,,146503,5588,3320,12944,7923,0,0,176278,16278,1863,175,3236,417,0,0,21969,198247,198247,0,198247
304,1786,543,Glyco Environmental Services,CAL000309743,January - March 2009,Luciano,Quintero,Owner/Operator,,36200,0,0,0,0,0,0,36200,0,0,0,0,0,0,0,0,36200,36200,0,36200
36,246,543,Golden West Oil Company,CAD980893325,January - March 2009,RJ,Bennett,President,,76135,30430,0,0,4025,0,0,110590,0,0,0,0,0,0,0,0,110590,110590,0,110590
