ReportingYear,ManEPARegion,ManState,ManID,ManNAICSCode,FormIndicator,Onsite_Offsite,FormCode,FormCodeDescription,MethodCode,ManTons,GenState,GenID,EPAHazWasteCodes,WasteCodeGroup,WasteCodeGroupDescription,WasteDescription
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,5.7997972,CA,CAD981975485,D001,D001,Ignitable waste,OIL AND STODDARD SOLVENT
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,5.1195741,CA,CAD981975485,D001,D001,Ignitable waste,RQ WASTE FLAMMABLE LIQ_ N.O.S. ( STODDARD SOLVENT ) 3_ UN 1993_ PG II
2009,09,NV,NVT330010000,562211,WR,OFFSITE,W206,Waste oil,H132,0.7285,CA,CAD981977945,D002,D002,Corrosive waste,ACID WASTE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1554803,CA,CAD981979597,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQUIDS_ N.O.S. ( GASOLINE ) 3_ UN 1993_ PG III
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,3.2744863,CA,CAD981980808,D006,D006,Cadmium waste,OIL CONTAMINATED WITH CADMIUM
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.1739399,CA,CAD981981780,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1036535,CA,CAD981982994,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQ_ N.O.S. ( SOLVENT_ GASOLINE ) 3_ UN 1993_ PG III
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0341512,CA,CAD981983323,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL MIXTURE AND GAS
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.68,CA,CAD981983406,,,,WASTE OIL
2009,06,TX,TXD077603371,562211,WR,OFFSITE,W206,Waste oil,H061,0.228,CA,CAD981984347,D007D008,TCMT,Mixture of D004-D011 waste code wastes (i.e._ toxicity characteristic metals) with D001-D003 waste code wastes,WASTE OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1727559,CA,CAD981984586,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAD059494310,562211,WR,OFFSITE,W206,Waste oil,H077,0.2,CA,CAD981984750,,,,NON RCRA HAZARDOUS WASTE LIQUIDS OIL MOTOR ETHYLENE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1993818,CA,CAD981985617,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQ_ N.O.S_ UN 1993 HAZARDOUS CLASS 3_ PG II ( MIXED FUELS )
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.2,CA,CAD981988165,,,,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,11.0022741,CA,CAD981993678,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1900315,CA,CAD981996507,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),MIXED FUEL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.263643,CA,CAD981997950,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.2145073,CA,CAD981998529,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.911065,CA,CAD982001323,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3115356,CA,CAD982003071,D001,D001,Ignitable waste,DIESEL AND WATER
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.2730093,CA,CAD982013088,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.4430491,CA,CAD982013294,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,2.4960849,CA,CAD982013625,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,6.1934106,CA,CAD982016255,,,,USED OIL
2009,06,TX,TXD077603371,562211,WR,OFFSITE,W206,Waste oil,H061,1.1,CA,CAD982019655,D039D040F001,F001,Spent halogenated solvents used in degreasing_ as specified,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,3.7012258,CA,CAD982019911,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1382047,CA,CAD982020612,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQUID ( CONTAMINATED FUEL )
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.5700944,CA,CAD982027773,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQ_ N.O.S ( NAPHTHA ) 3_ UN 1993_ PG III
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,1.1401888,CA,CAD982027773,D001,D001,Ignitable waste,RQ WASTE FLAMMABLE LIQ_ N.O.S. ( STODDARD SOLVENT ) 3_ UN 1993_ III
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.2,CA,CAD982034332,,,,WASTE OIL
2009,09,CA,CAT080014079,562211,WR,OFFSITE,W206,Waste oil,H111,0.688495,CA,CAD982035032,,,,WASTE OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1900315,CA,CAD982035107,D001,D001,Ignitable waste,DIESEL FUEL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,20.6629025,CA,CAD982039174,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3800629,CA,CAD982043168,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.5444525,CA,CAD982050106,,,,USED OIL
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,22.678625,CA,CAD982311862,D001F005,F005,Spent non-halogenated solvents_ as specified,WASTE OIL
2009,09,CA,CAT080014079,562211,WR,OFFSITE,W206,Waste oil,H111,0.12518,CA,CAD982311870,,,,WASTE OIL
2009,09,CA,CAT080014079,562211,WR,OFFSITE,W206,Waste oil,H111,0.12518,CA,CAD982312225,,,,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.9750332,CA,CAD982313009,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.6263553,CA,CAD982320079,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,16.8914743,CA,CAD982321440,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.2591338,CA,CAD982325169,D001,D001,Ignitable waste,MINERAL SPIRITS AND OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.6435219,CA,CAD982325326,,,,USED OIL
2009,06,TX,TXD077603371,562211,WR,OFFSITE,W206,Waste oil,H061,0.05,CA,CAD982326738,D008,D008,Lead waste,WASTE OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,1.2956691,CA,CAD982330086,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.029635,CA,CAD982331886,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,7.9796713,CA,CAD982339400,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1900315,CA,CAD982341182,D001,D001,Ignitable waste,GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.7020239,CA,CAD982345050,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.0725365,CA,CAD982347007,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,403.5974223,CA,CAD982359671,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.2441423,CA,CAD982362238,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,7.1255423,CA,CAD982368961,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.175006,CA,CAD982369712,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQ_ N.O.S. ( DIESEL_ GASOLINE ) 3_ UN 1993_ PG II
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.1375,CA,CAD982374217,,,,WASTE OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.45,CA,CAD982400665,D001,D001,Ignitable waste,R.Q. WASTE FLAMMABLE LIQUID ( JET FUEL )
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0341512,CA,CAD982400798,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0975033,CA,CAD982400798,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H039,0.8,CA,CAD982401937,,,,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.7254247,CA,CAD982402257,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.8369625,CA,CAD982403396,,,,USED OIL
2009,05,MN,MND006172969,562213,WR,OFFSITE,W206,Waste oil,H040,0.956,CA,CAD982403966,D001,D001,Ignitable waste,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,5.2729793,CA,CAD982409948,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,50.9318317,CA,CAD982413262,,,,USED OIL
2009,09,CA,CAD980887418,32411,WR,OFFSITE,W206,Waste oil,H039,23506.04087,CA,CAD982413262,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.6926576,CA,CAD982414294,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,2.3868812,CA,CAD982414310,,,,USED OIL
2009,06,TX,TXD077603371,562211,WR,OFFSITE,W206,Waste oil,H061,0.35,CA,CAD982431868,F003F005,F1_5,Mixture of F001-F005 waste code wastes (i.e._ mixture of spent halogenated and non-halogenated solvents),WASTE OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3109606,CA,CAD982435232,D001,D001,Ignitable waste,RQ WASTE FLAMMABLE LIQ_ N.O.S. ( LIQUID ASPHALT ) 3_ UN 1993_ PG II - SPENT LIQUID ASPHALT
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,31.0823018,CA,CAD982440018,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),GASOLINE AND SLOP OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,3.2986122,CA,CAD982440018,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),MIXED OILS WITH FUEL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1036535,CA,CAD982442766,D001,D001,Ignitable waste,SOLVENT AND WATER - PETROLEUM DISTILLATES
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,193.2086691,CA,CAD982446858,,,,USED OIL
2009,09,CA,CAD980887418,32411,WR,OFFSITE,W206,Waste oil,H039,4337.94803,CA,CAD982446858,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,20.3118906,CA,CAD982446874,,,,USED OIL
2009,09,CA,CAD980887418,32411,WR,OFFSITE,W206,Waste oil,H039,12099.9243,CA,CAD982446874,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,199.9988,CA,CAD982446882,,,,USED OIL
2009,09,CA,CAD980887418,32411,WR,OFFSITE,W206,Waste oil,H039,14715.89749,CA,CAD982446882,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1382047,CA,CAD982461113,D001,D001,Ignitable waste,GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.6669227,CA,CAD982463044,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.1950066,CA,CAD982464042,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.2090411,CA,CAD982465080,,,,USED OIL
2009,06,TX,TXD077603371,562211,WR,OFFSITE,W206,Waste oil,H061,0.15,CA,CAD982468365,D007D008D039F001,F001,Spent halogenated solvents used in degreasing_ as specified,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.5460186,CA,CAD982477309,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0863779,CA,CAD982478315,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE FLAMMABLE LIQUID ( GASOLINE_ DIESEL ) 3_ UN 1993_ PG II
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1727559,CA,CAD982485526,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE FLAMMABLE LIQ_ N.O.S. ( GASOLINE_ DIESEL ) 3_ UN 1993_ PG II
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1727559,CA,CAD982485526,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQ_ N.O.S. ( GASOLINE ) 3_ UN 1993_ PG III
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1900315,CA,CAD982487415,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1900315,CA,CAD982487415,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.8720637,CA,CAD982488470,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.4146141,CA,CAD982491227,D001,D001,Ignitable waste,DIESEL AND GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1831562,CA,CAD982492373,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),MIXED FUELS ( GASOLINE AND DIESEL )
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.2764094,CA,CAD982492597,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQ_ N_ O_ S ( MINERAL SPIRITS_ WATER ) 3_ UN 1993_ PG II
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1707558,CA,CAD982495343,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.175506,CA,CAD982501223,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.293685,CA,CAD982501660,D001,D001,Ignitable waste,R.Q. WASTE FLAMMABLE LIQUIDS ( MIXED FUELS )
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.0345512,CA,CAD982505489,D001,D001,Ignitable waste,SOLVENT - PETROLEUM DISTILLATES
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,3.5803217,CA,CAD982507980,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.9594326,CA,CAD982509408,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.6380557,CA,CAD982514630,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.8892302,CA,CAD982522831,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.5109174,CA,CAD983576950,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1727559,CA,CAD983581299,D002,D002,Corrosive waste,WASTE CORROSIVE LIQUID_BASIC_INORGANIC_N.O.S.(SODIUM HYDROXIDE)8_UN_3266_PG II - WATER W/ T OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3455117,CA,CAD983581299,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQUID_ N.O.S. ( STODDARD SOLVENT AND GREASE ) 3_ UN 1993_ PG III
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,5.2417782,CA,CAD983581521,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,10.6122608,CA,CAD983581968,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.5700944,CA,CAD983584608,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE GASOLINE_ 3_ UN 1203_ PG II
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.3042103,CA,CAD983584756,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.8720637,CA,CAD983585290,,,,USED OIL
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.153,CA,CAD983585993,,,,WASTE OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.7428503,CA,CAD983586553,D001,D001,Ignitable waste,WASTE FLAMMABLE LIQUID ( CONTAMINATED FUEL )
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.7917269,CA,CAD983590456,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1209291,CA,CAD983590514,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,NV,NVT330010000,562211,WR,OFFSITE,W206,Waste oil,H132,0.118,CA,CAD983595265,D004,D004,Arsenic waste,OILY ABSORBENT CLAY W/ ARSENIC   -  40355839  - SV
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.4,CA,CAD983597469,,,,WASTE OIL
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.6,CA,CAD983597469,,,,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.4368149,CA,CAD983598186,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.9555325,CA,CAD983599143,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,1.0365352,CA,CAD983599721,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),GAS AND WATER MIXTURE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,5.4641858,CA,CAD983605536,D001,D001,Ignitable waste,WASTE COMBUSTIBLE LIQ_ N.O.S ( GASOLINE CONTAMINATED WITH DIESEL ) 3_ UN 1993 PG II
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1787561,CA,CAD983606864,D001,D001,Ignitable waste,DIESEL AND GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.6926576,CA,CAD983607094,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,5.2027769,CA,CAD983607391,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.6219211,CA,CAD983608183,D001,D001,Ignitable waste,WASTEWATER WITH JET FUEL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1727559,CA,CAD983612250,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE FLAMMABLE LIQ_ N.O.S. ( GASOLINE_ DIESEL ) 3_ UN 1993_ PG II
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,9.5358242,CA,CAD983612862,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.1911065,CA,CAD983613431,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3800629,CA,CAD983614298,D001,D001,Ignitable waste,KEROSENE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1900315,CA,CAD983614298,D001,D001,Ignitable waste,DIESEL FUEL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,65.7679361,CA,CAD983615501,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,3.8923323,CA,CAD983616392,,,,USED OIL
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.4,CA,CAD983638479,,,,WASTE OIL
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H039,1.4,CA,CAD983639097,,,,WASTE OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,1.411073,CA,CAD983639659,D039,D039,Tetrachloroethylene waste,CHLORINATED OIL WITH PERCHLOROETHYLENE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.2902849,CA,CAD983640434,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),WASTE FLAMMABLE LIQUID ( GASOLINE AND DIESEL )
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1900315,CA,CAD983644584,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),FUEL AND GASOLINE
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3850131,CA,CAD983644584,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),GASOLINE
2009,06,TX,TXD077603371,562211,WR,OFFSITE,W206,Waste oil,H061,0.05,CA,CAD983647074,D006D007D008D018,DMIX,Mixture of D waste code wastes (i.e._ toxicity characteristic wastes) that is NOT included in the following groups:  D004?D011 combinations_ D012-D017 combinations_ D018-D043 combinations_ and D001-D003 combinations,WASTE OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.1878314,CA,CAD983647843,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAD008302903,562211,WR,OFFSITE,W206,Waste oil,H061,0.015,CA,CAD983651084,,,,WASTE OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.2613089,CA,CAD983652108,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,11.4195883,CA,CAD983658741,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.5634942,CA,CAD983658873,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.9383659,CA,CAD983659186,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.9305656,CA,CAD983659533,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.3800629,CA,CAD983665324,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,3.4009156,CA,CAD983666462,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,0.4017137,CA,CAD983667692,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,1.205141,CA,CAD983668674,,,,USED OIL
2009,09,CA,CAD099452708,56292,WR,OFFSITE,W206,Waste oil,H039,5.4757862,CA,CAD983668682,,,,USED OIL
2009,09,CA,CAT080013352,324191,WR,OFFSITE,W206,Waste oil,H039,0.5700944,CA,CAD983668849,D001D018,TCORICR,Mixture of D018-D043 waste code wastes with D001-D003 waste code wastes (i.e._ toxicity characteristic organic with ignitable_ corrosive_ or reactive waste),DIESEL AND GASOLINE
